sweep_group,target_value,match_id,category,exact,within_2,within_5,within_25,within_50,valid,mean_diff
BA,0.25,J03WN1,event_start,0.9641791044776119,0.9711442786069652,0.9731343283582089,0.981094527363184,0.9870646766169154,0.9980099502487563,1.2991026919242272
BA,0.25,J03WN1,event_end,0.8954869358669834,0.9049881235154394,0.9109263657957245,0.9346793349168646,0.9572446555819477,0.9893111638954869,3.7430639324487336
BA,0.25,J03WN1,total,0.9328641039523552,0.9409853817000542,0.944775311315647,0.9599350297780184,0.9734704926908501,0.9940443963183541,2.3854899837574446
BA,0.25,J03WPY,pass_like,0.9698924731182795,0.9806451612903225,0.9817204301075269,0.9838709677419355,0.9881720430107527,0.9967741935483871,1.3247033441208198
BA,0.25,J03WPY,set_piece,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.0
BA,0.25,J03WPY,incoming,0.86,0.87,0.88,0.89,0.94,1.0,11.07
BA,0.25,J03WPY,minor,0.873015873015873,0.8888888888888888,0.8888888888888888,0.9523809523809523,0.9682539682539683,1.0,5.079365079365079
BA,0.25,J03WPY,event_start,0.9543533389687235,0.9644970414201184,0.9661876584953508,0.9721048182586645,0.9805579036348268,0.9940828402366864,2.25765306122449
BA,0.25,J03WPY,event_end,0.9205882352941176,0.9352941176470588,0.9362745098039216,0.9470588235294117,0.9598039215686275,0.9803921568627451,2.6316316316316315
BA,0.25,J03WPY,total,0.9387199273717658,0.9509759418974126,0.9523377212891512,0.9605083976395824,0.9709487063095779,0.9877439854743532,2.398547435315479
